,words,scores
1530,modipleas,3
1531,emergencyspeciali,3
1532,deu,3
1533,yaash,3
1534,bangla,3
1535,pneumonia,3
1536,mutant,2
1537,engulf,2
1538,okay,2
1539,beg,2
1540,summer,2
1541,particip,2
1542,quack,2
1543,collaps,2
1544,mount,2
1545,speed,2
1546,fastest,2
1547,greet,2
1548,church,2
1549,festiv,2
1550,coin,2
1551,bigger,2
1552,gujarat,2
1553,east,2
1554,paramed,2
1555,balochistan,2
1556,gilgitbaltistan,2
1557,secretari,2
1558,promis,2
1559,flush,2
1560,russian,2
1561,favor,2
1562,hall,2
1563,vision,2
1564,accordingli,2
1565,retir,2
1566,closer,2
1567,tilak,2
1568,constant,2
1569,laboratori,2
1570,pocket,2
1571,nut,2
1572,platform,2
1573,truli,2
1574,transgend,2
1575,thai,2
1576,wed,2
1577,socialist,2
1578,strongli,2
1579,casual,2
1580,courag,2
1581,ravag,2
1582,fauci,2
1583,probe,2
1584,withdraw,2
1585,comment,2
1586,entri,2
1587,kingdom,2
1588,red,2
1589,sewa,2
1590,karan,2
1591,retail,2
1592,bulletin,2
1593,revis,2
1594,roam,2
1595,emphas,2
1596,advantag,2
1597,kulgam,2
1598,musk,2
1599,norm,2
1600,servant,2
1601,connect,2
1602,idiot,2
1603,undergo,2
1604,rahulbaba,2
1605,injustic,2
1606,shameless,2
1607,upper,2
1608,kachura,2
1609,northern,2
1610,metr,2
1611,depth,2
1612,lowest,2
1613,german,2
1614,quarter,2
1615,lie,2
1616,cabinet,2
1617,mankind,2
1618,compromis,2
1619,econom,2
1620,yasmin,2
1621,function,2
1622,abhishek,2
1623,frm,2
1624,cbi,2
1625,heartfelt,2
1626,timei,2
1627,congratul,2
1628,averag,2
1629,gautam,2
1630,solidar,2
1631,horrif,2
1632,extent,2
1633,simpl,2
1634,scenario,2
1635,gov,2
1636,permit,2
1637,militari,2
1638,terrorist,2
1639,block,2
1640,previou,2
1641,lightli,2
1642,tripura,2
1643,master,2
1644,gujrat,2
1645,jal,2
1646,later,2
1647,hear,2
1648,godown,2
1649,janta,2
1650,ludhiana,2
1651,casualti,2
1652,cooper,2
1653,bakeri,2
1654,hasnt,2
1655,ghaziabad,2
1656,pend,2
1657,cloth,2
1658,amidst,2
1659,starv,2
1660,shoot,2
1661,daman,2
1662,valley,2
1663,aug,2
1664,decor,2
1665,tuk,2
1666,commerci,2
1667,consum,2
1668,oddeven,2
1669,shed,2
1670,where,2
1671,yall,2
1672,tonight,2
1673,rain,2
1674,eidulfitr,2
1675,neighbour,2
1676,plu,2
1677,adher,2
1678,religion,2
1679,burglar,2
1680,smoothli,2
1681,tradit,2
1682,dada,2
1683,notic,2
1684,scene,2
1685,shut,2
1686,expand,2
1687,disciplin,2
1688,shield,2
1689,feb,2
1690,apr,2
1691,visa,2
1692,except,2
1693,desper,2
1694,forg,2
1695,passport,2
1696,reserv,2
1697,midst,2
1698,polio,2
1699,ride,2
1700,januari,2
1701,opinion,2
1702,kai,2
1703,remedesivir,2
1704,asap,2
1705,easier,2
1706,lang,2
1707,logic,2
1708,alhamdulillah,2
1709,download,2
1710,dah,2
1711,pai,2
1712,window,2
1713,pvt,2
1714,hosp,2
1715,gotten,2
1716,advers,2
1717,reaction,2
1718,uncl,2
1719,kumbh,2
1720,entiti,2
1721,mobilis,2
1722,choic,2
1723,colour,2
1724,print,2
1725,cont,2
1726,separ,2
1727,cowin,2
1728,specifi,2
1729,upadhyay,2
1730,hole,2
1731,threaten,2
1732,needl,2
1733,earliest,2
1734,holder,2
1735,abil,2
1736,creator,2
1737,requisit,2
1738,diabol,2
1739,liy,2
1740,draw,2
1741,kejru,2
1742,formula,2
1743,dosto,2
1744,bhadh,2
1745,ink,2
1746,theng,2
1747,tourism,2
1748,folk,2
1749,api,2
1750,devic,2
1751,thrice,2
1752,gst,2
1753,enlighten,2
1754,lucki,2
1755,cours,2
1756,quarentin,2
1757,deep,2
1758,gorakhpur,2
1759,ranchi,2
1760,nanhi,2
1761,behav,2
1762,moh,2
1763,pak,2
1764,scheme,2
1765,prepared,2
1766,lactat,2
1767,chose,2
1768,delay,2
1769,directli,2
1770,disappoint,2
1771,juli,2
1772,dhanbad,2
1773,modern,2
1774,extort,2
1775,telegraph,2
1776,birth,2
1777,trip,2
1778,statesut,2
1779,ntd,2
1780,affin,2
1781,metabol,2
1782,heme,2
1783,molecul,2
1784,bond,2
1785,whilst,2
1786,ace,2
1787,diffrent,2
1788,odisha,2
1789,monitor,2
1790,defend,2
