,words,scores
1719,tower,3
1720,reveal,3
1721,admin,3
1722,basis,3
1723,headache,3
1724,evidence,3
1725,sufficient,3
1726,ruling,3
1727,producer,3
1728,kena,3
1729,nd,3
1730,sec,3
1731,vashi,3
1732,jorhat,3
1733,nurse,3
1734,directly,3
1735,induced,3
1736,standard,3
1737,spent,3
1738,consultation,3
1739,sincere,3
1740,female,3
1741,asymptomatic,3
1742,unfair,3
1743,fast,3
1744,choose,3
1745,engineer,3
1746,pune,3
1747,quiz,3
1748,hub,3
1749,neet,3
1750,humble,3
1751,murderer,3
1752,tag,3
1753,loot,3
1754,relative,3
1755,gem,3
1756,iit,3
1757,package,3
1758,permanent,3
1759,forever,3
1760,bokaro,3
1761,distt,3
1762,hlo,3
1763,abvp,3
1764,basic,3
1765,thier,3
1766,continuous,3
1767,suggestion,3
1768,skip,3
1769,pendemic,3
1770,vlo,3
1771,admission,3
1772,stuff,3
1773,virtual,3
1774,david,3
1775,president,3
1776,neem,3
1777,pratapgarh,3
1778,shameless,3
1779,gon,3
1780,no,3
1781,quick,3
1782,spot,3
1783,diesel,3
1784,edible,3
1785,dari,3
1786,speedy,3
1787,caught,3
1788,coach,3
1789,haryana,3
1790,opposition,3
1791,silent,3
1792,foodour,3
1793,rush,3
1794,crony,3
1795,gift,3
